A 376 208
A 268 221
A 308 326
C 268 221
C 376 208
C 308 326
A 354 298
C 268 221
C 376 208
C 354 298
C 308 326
A 332 389
R 308 326
R 354 298
C 268 221
C 376 208
C 332 389
A 398 342
C 268 221
C 376 208
C 398 342
C 332 389
A 382 243
C 268 221
C 376 208
C 382 243
C 398 342
C 332 389
A 452 369
R 382 243
R 398 342
C 268 221
C 376 208
C 452 369
C 332 389
A 399 413
C 268 221
C 376 208
C 452 369
C 399 413
C 332 389
A 298 269
R 298 269
C 268 221
C 376 208
C 452 369
C 399 413
C 332 389
A 253 434
R 332 389
C 253 434
C 268 221
C 376 208
C 452 369
C 399 413
A 189 333
C 189 333
C 268 221
C 376 208
C 452 369
C 399 413
C 253 434
A 367 573
R 399 413
C 189 333
C 268 221
C 376 208
C 452 369
C 367 573
C 253 434
A 244 179
R 268 221
C 189 333
C 244 179
C 376 208
C 452 369
C 367 573
C 253 434
A 407 477
R 407 477
C 189 333
C 244 179
C 376 208
C 452 369
C 367 573
C 253 434
A 412 528
C 189 333
C 244 179
C 376 208
C 452 369
C 412 528
C 367 573
C 253 434
A 202 465
R 253 434
C 189 333
C 244 179
C 376 208
C 452 369
C 412 528
C 367 573
C 202 465
A 239 521
C 189 333
C 244 179
C 376 208
C 452 369
C 412 528
C 367 573
C 239 521
C 202 465
A 494 741
R 367 573
R 412 528
C 189 333
C 244 179
C 376 208
C 452 369
C 494 741
C 239 521
C 202 465
A 279 556
C 189 333
C 244 179
C 376 208
C 452 369
C 494 741
C 279 556
C 239 521
C 202 465
A 301 501
R 301 501
C 189 333
C 244 179
C 376 208
C 452 369
C 494 741
C 279 556
C 239 521
C 202 465
A 313 633
R 239 521
R 279 556
C 189 333
C 244 179
C 376 208
C 452 369
C 494 741
C 313 633
C 202 465
A 500 312
R 452 369
C 189 333
C 244 179
C 376 208
C 500 312
C 494 741
C 313 633
C 202 465
A 543 443
C 189 333
C 244 179
C 376 208
C 500 312
C 543 443
C 494 741
C 313 633
C 202 465
A 400 181
R 376 208
C 189 333
C 244 179
C 400 181
C 500 312
C 543 443
C 494 741
C 313 633
C 202 465
A 384 670
R 384 670
C 189 333
C 244 179
C 400 181
C 500 312
C 543 443
C 494 741
C 313 633
C 202 465
A 542 542
C 189 333
C 244 179
C 400 181
C 500 312
C 543 443
C 542 542
C 494 741
C 313 633
C 202 465
A 239 538
C 189 333
C 244 179
C 400 181
C 500 312
C 543 443
C 542 542
C 494 741
C 313 633
C 239 538
C 202 465
A 672 836
R 542 542
R 543 443
C 189 333
C 244 179
C 400 181
C 500 312
C 672 836
C 494 741
C 313 633
C 239 538
C 202 465
A 555 627
R 555 627
C 189 333
C 244 179
C 400 181
C 500 312
C 672 836
C 494 741
C 313 633
C 239 538
C 202 465
A 412 722
R 494 741
C 189 333
C 244 179
C 400 181
C 500 312
C 672 836
C 412 722
C 313 633
C 239 538
C 202 465
A 770 778
C 189 333
C 244 179
C 400 181
C 500 312
C 770 778
C 672 836
C 412 722
C 313 633
C 239 538
C 202 465
A 733 632
C 189 333
C 244 179
C 400 181
C 500 312
C 733 632
C 770 778
C 672 836
C 412 722
C 313 633
C 239 538
C 202 465
A 536 800
C 189 333
C 244 179
C 400 181
C 500 312
C 733 632
C 770 778
C 672 836
C 536 800
C 412 722
C 313 633
C 239 538
C 202 465
A 0 720
R 189 333
R 202 465
R 239 538
R 313 633
R 412 722
R 536 800
C 0 720
C 244 179
C 400 181
C 500 312
C 733 632
C 770 778
C 672 836
A 1008 904
R 500 312
R 672 836
R 733 632
R 770 778
C 0 720
C 244 179
C 400 181
C 1008 904
A 924 887
R 924 887
C 0 720
C 244 179
C 400 181
C 1008 904
A 300 0
R 244 179
R 400 181
C 0 720
C 300 0
C 1008 904
A 208 777
C 0 720
C 300 0
C 1008 904
C 208 777
A 0 0
C 0 0
C 300 0
C 1008 904
C 208 777
C 0 720
A 100 1023
R 208 777
C 0 0
C 300 0
C 1008 904
C 100 1023
C 0 720
A 1023 600
C 0 0
C 300 0
C 1023 600
C 1008 904
C 100 1023
C 0 720
A 123 312
R 123 312
C 0 0
C 300 0
C 1023 600
C 1008 904
C 100 1023
C 0 720
A 701 334
R 701 334
C 0 0
C 300 0
C 1023 600
C 1008 904
C 100 1023
C 0 720
A 798 402
C 0 0
C 300 0
C 798 402
C 1023 600
C 1008 904
C 100 1023
C 0 720
A 573 204
R 798 402
C 0 0
C 300 0
C 573 204
C 1023 600
C 1008 904
C 100 1023
C 0 720
A 448 94
R 573 204
C 0 0
C 300 0
C 448 94
C 1023 600
C 1008 904
C 100 1023
C 0 720
A 0 720
R 0 720
C 0 0
C 300 0
C 448 94
C 1023 600
C 1008 904
C 100 1023
C 0 720
A 966 423
R 448 94
C 0 0
C 300 0
C 966 423
C 1023 600
C 1008 904
C 100 1023
C 0 720
A 852 69
R 966 423
C 0 0
C 300 0
C 852 69
C 1023 600
C 1008 904
C 100 1023
C 0 720
